relationship_id,from_entity,to_entity,relationship_type,start_date,end_date,source,description
REL_00636,ENT_00082,OFF_00212,officer_of,2024-03-10,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00637,ENT_00315,OFF_00287,officer_of,2014-10-04,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00638,ENT_00191,OFF_00023,officer_of,2021-10-04,2024-08-10,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00639,ENT_00233,OFF_00065,director_of,2022-06-06,2023-05-20,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00640,ENT_00161,OFF_00288,director_of,2013-06-03,2024-04-06,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00641,ENT_00126,OFF_00150,director_of,2013-08-28,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00642,ENT_00096,OFF_00294,officer_of,2024-04-26,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00643,ENT_00412,OFF_00278,shareholder_of,2011-09-03,2023-09-06,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00644,ENT_00131,OFF_00150,director_of,2013-06-24,2024-11-03,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00645,ENT_00362,OFF_00289,director_of,2021-04-05,2023-09-04,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00646,ENT_00182,OFF_00229,director_of,2011-10-25,2024-10-20,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00647,ENT_00133,OFF_00282,director_of,2012-05-18,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00648,ENT_00008,OFF_00117,director_of,2014-01-31,2025-06-06,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00649,ENT_00283,OFF_00253,beneficiary_of,2018-01-31,2022-11-22,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00650,ENT_00375,OFF_00216,shareholder_of,2013-03-22,2023-08-29,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00651,ENT_00345,OFF_00232,director_of,2013-03-21,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00652,ENT_00048,OFF_00239,shareholder_of,2014-10-05,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00653,ENT_00406,OFF_00005,officer_of,2011-08-18,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00654,ENT_00028,OFF_00072,director_of,2022-07-23,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00655,ENT_00354,OFF_00267,director_of,2014-04-15,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00656,ENT_00041,OFF_00293,beneficiary_of,2017-05-11,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00657,ENT_00339,OFF_00146,shareholder_of,2023-01-13,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00658,ENT_00032,OFF_00205,beneficiary_of,2014-08-05,2023-12-29,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00659,ENT_00456,OFF_00011,director_of,2022-03-17,2024-08-24,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00660,ENT_00407,OFF_00014,officer_of,2015-01-21,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00661,ENT_00348,OFF_00262,director_of,2018-04-10,2024-09-21,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00662,ENT_00180,OFF_00136,beneficiary_of,2016-10-10,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00663,ENT_00304,OFF_00230,shareholder_of,2015-05-29,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00664,ENT_00112,OFF_00196,officer_of,2019-08-10,2024-12-21,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00665,ENT_00292,OFF_00121,beneficiary_of,2019-06-07,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00666,ENT_00491,OFF_00179,beneficiary_of,2018-02-28,2024-03-20,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00667,ENT_00074,OFF_00273,director_of,2014-12-10,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00668,ENT_00131,OFF_00271,officer_of,2014-10-27,2025-03-03,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00669,ENT_00406,OFF_00255,beneficiary_of,2015-01-11,2024-12-12,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00670,ENT_00340,OFF_00046,officer_of,2014-04-07,2023-03-30,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00671,ENT_00287,OFF_00171,director_of,2018-07-17,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00672,ENT_00393,OFF_00063,director_of,2014-06-20,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00673,ENT_00439,OFF_00140,beneficiary_of,2016-01-03,2025-05-12,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00674,ENT_00026,OFF_00216,beneficiary_of,2020-01-08,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00675,ENT_00413,OFF_00258,beneficiary_of,2011-06-06,2022-10-11,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00676,ENT_00291,OFF_00133,officer_of,2023-04-26,2025-01-24,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00677,ENT_00203,OFF_00110,shareholder_of,2020-10-26,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00678,ENT_00201,OFF_00057,shareholder_of,2016-05-11,2024-10-16,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00679,ENT_00059,OFF_00270,shareholder_of,2023-12-07,2024-12-21,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00680,ENT_00299,OFF_00246,beneficiary_of,2012-04-13,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00681,ENT_00362,OFF_00173,director_of,2017-10-20,2023-12-01,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00682,ENT_00414,OFF_00283,director_of,2014-11-09,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00683,ENT_00486,OFF_00187,director_of,2022-08-03,2022-07-20,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00684,ENT_00240,OFF_00169,beneficiary_of,2016-07-02,2023-05-12,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00685,ENT_00237,OFF_00189,officer_of,2018-03-19,2025-04-25,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00686,ENT_00402,OFF_00245,shareholder_of,2020-09-22,2022-11-02,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00687,ENT_00055,OFF_00115,officer_of,2018-03-10,2024-08-11,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00688,ENT_00166,OFF_00096,beneficiary_of,2013-04-22,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00689,ENT_00222,OFF_00299,officer_of,2011-06-28,2023-04-20,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00690,ENT_00396,OFF_00025,director_of,2012-06-04,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00691,ENT_00343,OFF_00076,shareholder_of,2023-03-04,2024-03-28,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00692,ENT_00191,OFF_00115,officer_of,2015-06-02,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00693,ENT_00262,OFF_00035,officer_of,2020-10-03,2024-01-07,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00694,ENT_00375,OFF_00123,shareholder_of,2013-06-04,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00695,ENT_00161,OFF_00093,beneficiary_of,2014-05-30,2022-07-22,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00696,ENT_00209,OFF_00286,director_of,2019-07-29,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00697,ENT_00015,OFF_00235,officer_of,2023-09-19,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00698,ENT_00399,OFF_00055,beneficiary_of,2014-03-21,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00699,ENT_00107,OFF_00240,beneficiary_of,2023-05-28,2024-06-18,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00700,ENT_00287,OFF_00097,beneficiary_of,2020-09-16,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00701,ENT_00098,OFF_00189,officer_of,2015-10-21,2022-12-01,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00702,ENT_00305,OFF_00261,director_of,2022-12-28,2023-04-10,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00703,ENT_00234,OFF_00063,shareholder_of,2019-03-10,2025-02-28,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00704,ENT_00373,OFF_00167,director_of,2023-10-03,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00705,ENT_00232,OFF_00151,director_of,2021-12-07,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00706,ENT_00007,OFF_00018,beneficiary_of,2023-12-13,2024-04-14,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00707,ENT_00165,OFF_00063,beneficiary_of,2020-03-31,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00708,ENT_00398,OFF_00215,beneficiary_of,2021-02-23,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00709,ENT_00007,OFF_00048,shareholder_of,2012-10-29,2023-06-10,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00710,ENT_00222,OFF_00239,director_of,2015-05-07,2023-04-17,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00711,ENT_00340,OFF_00268,shareholder_of,2016-07-09,2025-01-24,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00712,ENT_00407,OFF_00296,shareholder_of,2022-12-07,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00713,ENT_00485,OFF_00124,director_of,2013-07-25,2023-08-31,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00714,ENT_00461,OFF_00246,officer_of,2020-03-30,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00715,ENT_00429,OFF_00297,officer_of,2012-09-20,2025-05-26,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00716,ENT_00237,OFF_00276,director_of,2021-09-23,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00717,ENT_00247,OFF_00170,director_of,2017-09-05,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00718,ENT_00010,OFF_00048,beneficiary_of,2022-03-22,2022-11-26,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00719,ENT_00160,OFF_00061,shareholder_of,2017-10-07,2023-06-02,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00720,ENT_00247,OFF_00081,officer_of,2016-02-07,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00721,ENT_00148,OFF_00157,shareholder_of,2014-11-12,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00722,ENT_00334,OFF_00284,beneficiary_of,2024-01-15,2024-07-08,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00723,ENT_00045,OFF_00102,beneficiary_of,2015-09-10,2025-04-21,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00724,ENT_00399,OFF_00082,shareholder_of,2023-03-12,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00725,ENT_00145,OFF_00070,shareholder_of,2014-11-28,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00726,ENT_00079,OFF_00122,officer_of,2020-08-02,2023-09-05,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00727,ENT_00433,OFF_00178,officer_of,2011-02-09,2022-09-28,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00728,ENT_00462,OFF_00155,beneficiary_of,2023-09-13,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00729,ENT_00334,OFF_00103,director_of,2012-02-14,2025-03-21,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00730,ENT_00087,OFF_00267,beneficiary_of,2021-06-11,2022-08-11,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00731,ENT_00134,OFF_00152,director_of,2021-08-14,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00732,ENT_00200,OFF_00251,beneficiary_of,2017-09-03,2022-08-25,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00733,ENT_00451,OFF_00031,director_of,2024-02-14,2023-09-26,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00734,ENT_00013,OFF_00021,director_of,2022-11-06,2024-02-28,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00735,ENT_00221,OFF_00221,beneficiary_of,2018-10-07,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00736,ENT_00321,OFF_00073,shareholder_of,2022-01-04,2022-12-09,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00737,ENT_00139,OFF_00184,beneficiary_of,2016-04-28,2025-04-13,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00738,ENT_00274,OFF_00110,director_of,2016-04-25,2024-07-14,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00739,ENT_00116,OFF_00164,shareholder_of,2022-04-10,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00740,ENT_00484,OFF_00282,director_of,2020-10-30,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00741,ENT_00106,OFF_00282,director_of,2019-01-28,2023-02-11,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00742,ENT_00359,OFF_00186,beneficiary_of,2011-08-15,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00743,ENT_00011,OFF_00080,shareholder_of,2024-01-12,2024-02-19,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00744,ENT_00243,OFF_00249,director_of,2019-07-18,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00745,ENT_00125,OFF_00042,officer_of,2016-10-21,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00746,ENT_00091,OFF_00290,officer_of,2017-12-01,2024-02-21,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00747,ENT_00199,OFF_00027,officer_of,2017-10-18,2024-09-08,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00748,ENT_00242,OFF_00109,shareholder_of,2023-05-24,2025-04-16,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00749,ENT_00358,OFF_00239,shareholder_of,2022-11-01,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00750,ENT_00182,OFF_00208,beneficiary_of,2024-04-30,2022-07-16,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00751,ENT_00268,OFF_00054,shareholder_of,2022-08-20,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00752,ENT_00365,OFF_00155,beneficiary_of,2022-05-10,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00753,ENT_00249,OFF_00283,director_of,2019-03-03,2024-03-01,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00754,ENT_00058,OFF_00175,beneficiary_of,2019-10-27,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00755,ENT_00090,OFF_00031,shareholder_of,2014-02-12,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00756,ENT_00469,OFF_00294,beneficiary_of,2022-02-07,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00757,ENT_00306,OFF_00037,beneficiary_of,2015-02-24,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00758,ENT_00376,OFF_00216,beneficiary_of,2020-06-18,2023-08-04,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00759,ENT_00467,OFF_00012,director_of,2017-04-07,2023-11-29,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00760,ENT_00453,OFF_00283,director_of,2022-01-22,2023-09-17,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00761,ENT_00016,OFF_00012,beneficiary_of,2012-04-09,2023-03-03,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00762,ENT_00345,OFF_00195,beneficiary_of,2013-09-29,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00763,ENT_00237,OFF_00077,director_of,2019-10-01,2024-06-09,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00764,ENT_00078,OFF_00154,shareholder_of,2021-03-25,2024-07-29,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00765,ENT_00410,OFF_00275,director_of,2015-06-13,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00766,ENT_00106,OFF_00005,shareholder_of,2023-04-21,2022-07-31,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00767,ENT_00034,OFF_00107,director_of,2019-07-10,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00768,ENT_00441,OFF_00023,shareholder_of,2018-07-15,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00769,ENT_00377,OFF_00048,director_of,2024-01-01,2024-03-26,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00770,ENT_00106,OFF_00099,director_of,2022-03-21,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00771,ENT_00130,OFF_00019,officer_of,2019-04-12,2024-07-20,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00772,ENT_00074,OFF_00293,director_of,2016-04-18,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00773,ENT_00178,OFF_00057,shareholder_of,2018-07-08,2024-01-13,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00774,ENT_00396,OFF_00277,beneficiary_of,2014-04-06,2024-05-17,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00775,ENT_00338,OFF_00134,shareholder_of,2020-07-24,2023-06-15,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00776,ENT_00334,OFF_00101,beneficiary_of,2023-07-27,2024-12-12,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00777,ENT_00034,OFF_00004,shareholder_of,2014-08-05,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00778,ENT_00473,OFF_00199,officer_of,2018-08-23,2023-08-23,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00779,ENT_00053,OFF_00049,shareholder_of,2022-07-19,2022-07-03,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00780,ENT_00492,OFF_00239,director_of,2022-11-18,2022-12-21,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00781,ENT_00264,OFF_00276,beneficiary_of,2017-03-13,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00782,ENT_00251,OFF_00158,officer_of,2014-01-11,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00783,ENT_00290,OFF_00128,officer_of,2015-05-23,2023-03-27,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00784,ENT_00300,OFF_00295,director_of,2014-11-11,2025-02-11,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00785,ENT_00460,OFF_00049,director_of,2014-12-28,2022-08-14,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00786,ENT_00487,OFF_00032,shareholder_of,2013-07-01,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00787,ENT_00092,OFF_00122,officer_of,2022-11-19,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00788,ENT_00431,OFF_00011,shareholder_of,2023-06-21,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00789,ENT_00218,OFF_00166,director_of,2016-08-26,2024-04-16,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00790,ENT_00381,OFF_00166,shareholder_of,2014-12-30,2024-05-05,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00791,ENT_00185,OFF_00054,beneficiary_of,2022-12-16,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00792,ENT_00445,OFF_00280,officer_of,2017-07-18,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00793,ENT_00007,OFF_00202,officer_of,2016-02-27,2024-08-18,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00794,ENT_00316,OFF_00117,director_of,2023-11-02,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00795,ENT_00160,OFF_00039,director_of,2023-03-30,2023-09-06,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00796,ENT_00224,OFF_00109,shareholder_of,2015-01-21,2023-08-16,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00797,ENT_00251,OFF_00273,director_of,2015-07-29,2025-01-18,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00798,ENT_00028,OFF_00284,director_of,2012-01-01,2023-11-17,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00799,ENT_00273,OFF_00201,director_of,2012-05-23,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
